Tiêu đề,Giá,Diện tích,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Số WC,Chỗ để xe,Loại BĐS,Địa chỉ,Ngày đăng
Nhà 4 tầng  hẻm xe hơi tránh  gần cầu bưng  75m²  4pn  chỉ 7.5 tỷ tl,7.5 Tỷ,75 m²,N/A,6m,N/A,4,5,Không,N/A,Quận Tân Phú,03/05/2025
"Gấp nhà 3 tầng, hẻm xe hơi, trường chinh, tân bình, 5x14m, 70m2, nhỉnh 10 tỷ tl",10.1 Tỷ,70 m²,5m,4.5m,3,N/A,3,1 Chỗ để ôtô,N/A,Trường Chinh,03/05/2025
"Nhà đẹp 4 tầng, hẻm xe hơi, âu cơ, tân bình, 40m2, chỉ 6.9 tỷ tl",6.9 Tỷ,40 m²,3.6m,5m,4,N/A,4,Không,N/A,Âu Cơ,03/05/2025
Nhà 4 tầng mới đẹp gần đh công nghiệp  60m²  5pn master  hẻm xe hơi  chỉ 6.7,6.7 Tỷ,60 m²,N/A,N/A,N/A,5,N/A,Không,N/A,Quận Tân Phú,03/05/2025
"Siêu phẩm khu himlam linh chiểu thủ đức, 142m2, ngang 5.7m, chỉ 10 tỷ xxx (tl)",11 Tỷ,142 m²,4.7m,6m,N/A,N/A,1,Không,Đất,Thành Phố Thủ Đức,03/05/2025
🔥cách mt 2 căn - hxh điện biên phủ - q10 - 40 m2 2 tầng 2 pn - 7.2 tỷ - chiats,7.2 Tỷ,40 m²,3m,4m,N/A,2,N/A,Không,N/A,Điện Biên Phủ,03/05/2025
Cách mt 2 căn hxh điện biên phủ q10 40 m2 2 tầng 2 pn 7.2 tỷ,7.2 Tỷ,40 m²,4m,5m,N/A,2,2,Không,N/A,Quận 10,03/05/2025
"Hẻm xe tải tô hiến thành q10 - dt : 42m2 , 5 tầng 6pn - thu nhập ~ 1 tỷ / năm",12.3 Tỷ,42 m²,4m,6m,5,6,6,Không,N/A,Tô Hiến Thành,03/05/2025
Biệt thự vip phạm văn hai gara xe hơi ngủ nhà dt 61m2 4pn 5wc chỉ 11 9 tỷ,11.9 Tỷ,62 m²,7m,N/A,5,4,5,Có,N/A,Phạm Văn Hai,03/05/2025
Nguyễn trãi q1 - dt : 50m2 - khu cán bộ c.an dân trí cao - chỉ nhỉnh 9 tỷ,9.4 Tỷ,50 m²,6.2m,4m,N/A,N/A,4,Không,Đất,Nguyễn Trãi,03/05/2025
Bán nhà cách mạng tháng tám dt : 50m2 - sổ vay bank - giảm về chỉ 7.3 tỷ,7.3 Tỷ,50 m²,5m,N/A,4,4,4,Không,Nhà Mặt Phố,Quận Tân Bình,03/05/2025
BÁN NHÀ TÂN BÌNH - 5.4m x 15m - 5 TẦNG - HẺM XE HƠI TRÁNH - GIÁP Q10,16.5 Tỷ,80 m²,12m,6m,5,N/A,7,2 Chỗ để ôtô,Đất,Quận Tân Bình,03/05/2025
"BÁN NHÀ MẶT TIỀN 4m x 20m, 4 TẦNG THANG MÁY, KINH DOANH",24 Tỷ,81 m²,12m,12m,4,N/A,5,1 Chỗ để ôtô,NHÀ MẶT TIỀN,Quận 11,03/05/2025
"Nhà mặt tiền đường số giao nguyễn oanh, p17, gò vấp 60m2-3tầng-giá 7 tỷ 8",7.8 Tỷ,60 m²,4.5m,6m,3,3,3,1 Chỗ để ôtô,NHÀ MẶT TIỀN,Quận Gò Vấp,03/05/2025
"Bán nhà mặt tiền chợ hưng long, bình chánh, hcm",1.88 Tỷ,75 m²,5m,10m,N/A,N/A,2,1 Chỗ để ôtô,NHÀ MẶT TIỀN,An Phú Tây - Hưng Long,03/05/2025
Chia sẻ tin này:   bán dãy trọ đang cho thuê gồm2kiot   13 phòng hóc môn diện,2.8 Tỷ,300 m²,15m,7m,N/A,13,11,2 Chỗ để ôtô,N/A,Huyện Củ Chi,03/05/2025
Ngộp bank cần bán gấp nhà 5 tầng đường nguyễn quý yêm p an lạc q bình tân,11.5 Tỷ,113 m²,6m,4m,5,N/A,7,1 Chỗ để ôtô,N/A,Nguyễn Quý Yêm,03/05/2025
Hẻm xe hơi tận cửa nguyễn văn công ngay bv 175 60m2 5 5 tỷ tl,5.5 Tỷ,60 m²,4m,3m,N/A,N/A,2,Không,N/A,Quận Gò Vấp,03/05/2025
"Bán nhà góc 2 mt số 1 bạch đằng, phường 2, quận tân bình. ngang 11m - dài 14m",57 Tỷ,87 m²,11m,20m,6,N/A,N/A,Không,Nhà Mặt Phố,Bạch Đằng,03/05/2025
"Nhà hẻm nguyễn súy, p tân quý, tân phú dt 64m2 3 lầu 5pn 6wc giá 8,7 tỷ",8.7 Tỷ,64 m²,4m,6m,N/A,5,6,Không,N/A,Nguyễn Suý,03/05/2025
"Nhà góc 2mt hẻm hương lộ 3, bình hưng hòa dt 66,8m2 1 lầu 2pn 2wc giá 6,3 tỷ",6.3 Tỷ,66.8 m²,4m,7m,N/A,N/A,2,Không,N/A,Hương Lộ 3,03/05/2025
"Bán nhà góc 2 mặt tiền số: 154 nguyễn xí, phường 26, quận bình thạnh.",25.9 Tỷ,115.1 m²,5.7m,20m,1,N/A,N/A,Không,Nhà Mặt Phố,"Chung Cư Nguyễn Xí, Bình Thạnh",03/05/2025
"Bán lô đất 125m2 thổ cư tỉnh lộ 2 ngay ubnd xã trung lâp hạ, shr",1.2 Tỷ,149 m²,N/A,7m,N/A,N/A,N/A,Không,ĐẤT,Huyện Củ Chi,03/05/2025
♥️♥️♥️bán nhanh nhà rạch ông quận 8 shr 4 tầng tiếp khách thiện chí.♥️♥️♥️,8.3 Tỷ,46 m²,N/A,8m,4,N/A,N/A,Không,N/A,Quận 8,03/05/2025
Bán nhà 3.5 tấm phan huy ích p12 gò vấp.xe hơi đỗ cửa chỉ 4.2 tỷ,4.2 Tỷ,36 m²,4m,5m,5,3,3,Không,N/A,Quận Gò Vấp,02/05/2025
Bán nhà riêng đinh tiên hoàng quận 1 _ 6.4m x 22m xây dựng đồng bộ chỉ 10.5 tỷ,10.5 Tỷ,110 m²,6.4m,N/A,N/A,N/A,N/A,Không,NHÀ RIÊNG,Đinh Tiên Hoàng,02/05/2025
"Quá hot...chdv ngay chợ gò vấp- 5 tầng,xe hơi vào nhà,sẵn dòng tiền ~600 triệu/n",7 Tỷ,40 m²,5m,6m,5,N/A,10,Không,N/A,Nguyễn Văn Nghi,02/05/2025
Bán nhà hẻm xe tải - chưa qua đầu tư - khu phân lô - ngang 4.8m - 3 tầng btct,7.5 Tỷ,55 m²,4.8m,6m,3,3,N/A,Không,Đất,Thích Quảng Đức,02/05/2025
"Bán nhà đẹp hoàng hoa thám, hẻm nhựa sạch oto vào nhà, 5 tầng, phường7, 82m2",11.07 Tỷ,82 m²,4m,6m,5,5,N/A,Không,Đất,Hoàng Hoa Thám,02/05/2025
"Bán nhà hxh bùi đình túy, 5,3x11m, 3 tầng, phường 24, bình thạnh, giá 7,6 tỷ",7.6 Tỷ,58.3 m²,5.3m,5m,3,3,N/A,Không,Đất,Bùi Đình Túy,02/05/2025
"✨✨✨cần bán nhà shr quận 8  giá hợp lý, sang tên ngay✨✨✨",8.5 Tỷ,73 m²,N/A,N/A,4,N/A,N/A,Không,N/A,Quận 8,02/05/2025
Chính chủ 50năm- mặt tiền phan văn trị -p12- bình thạnh- 180m2- sổ nở hậu,22 Tỷ,180 m²,6.5m,12m,N/A,N/A,11,Không,Nhà Mặt Phố,Phan Văn Trị,02/05/2025
Bán nhà 5 tầng mt đường 10m đang có thu nhập ổn định p11 q6,13.5 Tỷ,80 m²,4m,10m,5,N/A,10,Không,Nhà Mặt Phố,Bình Phú,02/05/2025
Gấp bán nhà hẻm xe ô tô phường bình quới bình thạnh tphcm giá dưới 15 tỷ,13 Tỷ,162 m²,N/A,N/A,N/A,N/A,N/A,Không,Đất,Quận Bình Thạnh,02/05/2025
Gấp bán nhà biệt thự mặt tiền thảo điền thủ đức tphcm giá dưới 65 tỷ,65 Tỷ,243 m²,N/A,N/A,N/A,N/A,N/A,Không,N/A,Thành Phố Thủ Đức,02/05/2025
"Gấp bán nhà đất, mặt tiền phường đức nhuận( quận phú nhuận) tphcm giá 18 tỷ",18 Tỷ,75 m²,N/A,N/A,N/A,N/A,N/A,Không,ĐẤT,Quận Phú Nhuận,02/05/2025
"Gấp bán nhà đất diện tích lớn, hẻm xe ôtô gần mặt tiền quận 1 tphcm giá 135 tỷ",135 Tỷ,322 m²,N/A,N/A,12,N/A,N/A,Không,ĐẤT,Quận 1,02/05/2025
Gấp bán nhà hẻm xe ôtô phường cầu kiệu (phú nhuận) tphcm 80m2 giá 9 tỷ 800,9.8 Tỷ,80 m²,N/A,N/A,N/A,N/A,N/A,Không,N/A,Quận Phú Nhuận,02/05/2025
"BÁN NHÀ TÂN BÌNH, P2 NGAY SÂN BAY, 4m x 14m, HẺM NHỰA, Ô TÔ VÀO NHÀ",11.5 Tỷ,56 m²,N/A,N/A,N/A,04,05,Không,Đất,Quận Tân Bình,02/05/2025
Góc 2mt 70m2 hẻm xe tải gần đh hutech - 5 tầng 9 pn - giá 14.7t,14.7 Tỷ,70 m²,4.3m,8m,N/A,9,8,3 Chỗ để ôtô,Đất,Quận Bình Thạnh,02/05/2025
"249 bùi hữu nghĩa, phường 1, bình thạnh - diện tích : 9,6x 14m - công nhận 133.8",32 Tỷ,133 m²,10m,15m,1,N/A,2,Không,Nhà Mặt Phố,Quận Bình Thạnh,02/05/2025
Bán gấp lô góc mặt tiền đường nguyễn văn khạ 169m2 giá 930 triệu,930 Triệu,165 m²,N/A,N/A,N/A,N/A,N/A,Không,ĐẤT,Nguyễn Văn Khạ,02/05/2025
Siêu hiếm bán nhà góc 2 mt lam sơn quận bình thạnh. - đ/c : 51 lam sơn phường,37 Tỷ,179 m²,10m,15m,N/A,2,N/A,Không,Nhà Mặt Phố,Quận Bình Thạnh,02/05/2025
Bán gấp lô đất nguyễn văn khạ 2 mặt tiền giá 825 triệu 140m2,825 Triệu,140 m²,N/A,N/A,N/A,N/A,N/A,Không,ĐẤT,Huyện Củ Chi,02/05/2025
"Nguyễn tư giản, 4x7 , hxh thông, chỉ 3tỷ680 , mới",3.68 Tỷ,28 m²,N/A,4m,2,N/A,N/A,Không,N/A,Quận Gò Vấp,02/05/2025
"Bán 1,200 m2- ngang 25m- mặt tiền sông sài gòn khu bình quới- giá: 12tr/m2",15 Tỷ,1285 m²,25m,10m,N/A,N/A,1,4 Chỗ để ôtô,ĐẤT,Bình Quới,02/05/2025
"Tòa nhà 1,000 m2- mt bùi thị xuân, p bến thành,q1- dt: 8x16- 9 tầng- giá: 130 tỷ",130 Tỷ,129 m²,8m,20m,N/A,N/A,11,4 Chỗ để ôtô,N/A,Bùi Thị Xuân,02/05/2025
"Tòa nhà 1hầm  7tầng- mt nguyễn cư trinh ngay pullman- ngang 4,5m- 45 tỷ",45 Tỷ,69 m²,4.5m,30m,7,N/A,11,4 Chỗ để ôtô,Nhà Mặt Phố,Nguyễn Cư Trinh,02/05/2025
"Mặt tiền cống quỳnh vs phạm viết chánh, dt: 215 m2, ngang 10m, giá: 90 tỷ",90 Tỷ,215 m²,10m,15m,N/A,N/A,1,4 Chỗ để ôtô,Nhà Mặt Phố,Phạm Viết Chánh,02/05/2025
"Bán 156 trần quang khải, p tân định, quận 1- dt: 7,6x35- cn: 270m2- giá: 120 tỷ",120 Tỷ,269 m²,7.6m,20m,N/A,N/A,1,4 Chỗ để ôtô,NHÀ MẶT TIỀN,Trần Quang Khải,02/05/2025
"Tòa vp 1,000 m2- góc 2mt nguyễn công trứ- ngang 5m- 1 hầm  7 tầng- giá: 75 tỷ",75 Tỷ,100 m²,5m,25m,N/A,N/A,11,4 Chỗ để ôtô,N/A,Nguyễn Công Trứ,02/05/2025
"Mt nguyễn công trứ vs nam kỳ, dt: 8x18, 2 tầng, có hđ: 200 tr/th, bán 120 tỷ",120 Tỷ,144 m²,8m,20m,N/A,N/A,2,4 Chỗ để ôtô,ĐẤT,Nguyễn Công Trứ,02/05/2025
"Tòa nhà 800m2- 15 chdv 1mb- 84 bùi đình túy,p12,bình thạnh- ngang 6,5m- 47 tỷ",47 Tỷ,165 m²,6.5m,20m,6,N/A,11,4 Chỗ để ôtô,Nhà Mặt Phố,Bùi Đình Túy,02/05/2025
Khác sạn 4 sao- 160 phòng- 3 nhà hàng- 5 phòng hội nghị- 1 hồ bơi- giá: 416 tỷ,416 Tỷ,4000 m²,40m,40m,N/A,N/A,11,4 Chỗ để ôtô,N/A,Quận Tân Bình,02/05/2025
Đất mặt tiền trần tử bình 281m2 có sẳn thổ cư 120m2 cần tiền đáo hạn ngân hàng,2 Tỷ,281 m²,281m,N/A,N/A,N/A,N/A,Không,ĐẤT,Huyện Củ Chi,02/05/2025
"Đất khu dân trí cao, mua đầu tư co loi nhuận",3.9 Triệu,90 m²,5.30000019073486m,5.30000019073486m,N/A,N/A,N/A,Không,ĐẤT,Huyện Nhà Bè,02/05/2025
"Chia sẻ tin này: đất mặt tiền đường ba sa, xã phước hiệp, 300m2",3 Tỷ,300 m²,N/A,N/A,N/A,N/A,N/A,Không,ĐẤT,Huyện Hóc Môn,02/05/2025
Đất chính chủ - phía tây thành phố bình chánh,1 Tỷ,95 m²,5m,5m,N/A,N/A,N/A,Không,ĐẤT,Huyện Bình Chánh,02/05/2025
Bán nhà 1 trệt 1 lầu mt phạm thị giây hóc môn diện tích 90m2 shr,1.7 Tỷ,90 m²,5m,14m,1,3,2,Không,Đất,Huyện Hóc Môn,02/05/2025
"Bán gấp đất full thổ cư mt tân phú trung củ chi,diện tích 180m2, shr",1.6 Tỷ,180 m²,9m,9m,N/A,N/A,N/A,Không,ĐẤT,Hồ Văn Tắng,02/05/2025
"Cần bán phòng trọ 2kiot 16 phòng tân phú trung,củ chi,diện tích 325m2 shr",2.1 Tỷ,325 m²,13m,14m,N/A,N/A,11,Không,Đất,Nguyễn Thị Lắm,02/05/2025
"Bán gấp đất full thổ cư mt tân thông hội củ chi,diện tích 209m2, shr",1.65 Tỷ,209 m²,11m,11m,N/A,N/A,N/A,Không,ĐẤT,Lê Minh Nhựt,02/05/2025
Bán đất full thổ cư mt ngay chợ viêt kiều củ chi diện tích 180m2 shr,1.7 Tỷ,180 m²,N/A,9m,N/A,N/A,N/A,Không,ĐẤT,Dương Công Khi,02/05/2025
"Cần bán đất 180m², hẻm 1 sẹc dương công khi, hóc môn, shr, thổ cư",1.7 Tỷ,180 m²,9m,9m,N/A,N/A,N/A,Không,ĐẤT,Dương Công Khi,02/05/2025
"Nhà 4 tầng mới đẹp, hẻm xe hơi tránh bình long  56m²  4pn  chỉ 7.35 tỷ tl",7.35 Tỷ,56 m²,N/A,N/A,N/A,4,N/A,Không,N/A,Quận Tân Phú,02/05/2025
Bán gấp nhà 126m2 chỉ 630tr có shr đ. lê minh nhựt tân an hội củ chi,630 Triệu,126 m²,5m,8m,N/A,N/A,1,1 Chỗ để ôtô,Nhà Mặt Phố,Huyện Củ Chi,02/05/2025
"Cần bán/cho thuê căn hộ 3pn - 83m2 tại new city, thủ thiêm",1.74 Tỷ,83 m²,N/A,N/A,N/A,3,N/A,Không,CĂN HỘ,Newcity Thủ Thiêm,02/05/2025
Bán gấp nhà 99m2 có shr tân hiệp hóc môn giá 720tr.,720 Triệu,99 m²,5m,8m,N/A,N/A,1,1 Chỗ để ôtô,Đất,Huyện Hóc Môn,02/05/2025
Nhà đẹp thạch lam  xe hơi tránh nhau  4 tầng  4pn  chỉ 7.4 tỷ,7.4 Tỷ,56 m²,4m,5m,N/A,4,3,Không,N/A,Quận Tân Phú,02/05/2025
"Cần bán đất 120m² (6x20), full thổ cư, shr, dương công khi, hóc môn",1.7 Tỷ,120 m²,6m,6m,N/A,N/A,N/A,Không,ĐẤT,Dương Công Khi,02/05/2025
"--bán nhà hxh phường 2, bạch đằng quận tân bình; (4,3x17) - 11,8 tỷ",11.8 Tỷ,69 m²,N/A,N/A,N/A,N/A,5,Không,N/A,Bạch Đằng,02/05/2025
"--bán đất phường 9, hxh đường âu cơ quận tân bình; 39m2 - nhỉnh 6 tỷ",6.3 Tỷ,39 m²,N/A,N/A,N/A,N/A,N/A,Không,ĐẤT,Âu Cơ,02/05/2025
"--bán nhà hxh bạch đằng, phường 2, quận tân bình; (4*17) 3 tầng - 11,6 tỷ",11.69 Tỷ,69 m²,N/A,N/A,N/A,N/A,4,Không,N/A,Bạch Đằng,02/05/2025
"--bán nhà hẻm 78 ba vân, phường 14, quận tân bình; (4*18) 2 lầu - 10 tỷ",10 Tỷ,69 m²,N/A,N/A,N/A,N/A,3,Không,N/A,Ba Vân,02/05/2025
"--bán nhà đường nguyễn thái bình, khu k300, tân bình; 164m2 - 18,7 tỷ",18.7 Tỷ,164 m²,N/A,N/A,4,N/A,6,Không,N/A,Nguyễn Thái Bình,02/05/2025
"--bán nhà hẻm xe hơi âu cơ, phường 9, quận tân bình; 40m2 - chỉ 6,3 tỷ",6.3 Tỷ,40 m²,N/A,N/A,1,N/A,N/A,Không,N/A,Âu Cơ,02/05/2025
Chính chủ cần bán gấp kho xưởng tại quận 12 tphcm,59.8 Tỷ,1700 m²,21.2m,N/A,N/A,N/A,N/A,Không,N/A,Quận 12,02/05/2025
Hot chính chủ hạ giá 02 nền đất thổ cư đường xe oto tiện kinh doanh gần aeon,2.77 Tỷ,52 m²,8m,8m,N/A,N/A,N/A,Không,ĐẤT,Quận Bình Tân,02/05/2025
"Nhà / bình trị đông,p bình trị đông dt 48m2 3 lầu 4pn 3wc giá 5,8 tỷ",5.8 Tỷ,48 m²,4m,5m,3,4,3,Không,Đất,Đất Mới,02/05/2025
"Nhà / đường số 15, bình hưng hòa dt 60m2 1 lầu 4pn 3wc giá 5,75 tỷ",5.75 Tỷ,60 m²,4m,7m,N/A,4,3,Không,N/A,Quận Bình Tân,02/05/2025
"🏙️🏙️🏙️bán nhà mặt tiền quận 8 - thang máy hiện đại, vị trí lợi thế🏙️🏙️🏙️",24.2 Tỷ,148 m²,N/A,N/A,4,N/A,N/A,Không,NHÀ MẶT TIỀN,Quận 8,02/05/2025
Bán nhà _ siêu phẩm hxh trương thị hoa  - 4x20m_ 2 tâng _ nhỉnh 6 tỷ .,6.25 Tỷ,80 m²,4m,6m,2,N/A,2,Không,Đất,Quận 12,02/05/2025
"Nhà bán bưng ông thoàn, phú hữu. giá chỉ 6.6 tỷ cho 166.9 m2",6.6 Tỷ,166 m²,N/A,N/A,N/A,3,2,Không,Nhà Mặt Phố,Thành Phố Thủ Đức,01/05/2025
Hxh truờng sa q3 - siêu phẩm được thiết kế theo phong cách luxury hiện đại,8.98 Tỷ,36 m²,3.5m,5m,5,3,N/A,Không,N/A,Trường Sa,01/05/2025
"Gấp bán nhà bùi văn ngữ, hiệp thành, q12, 3 tầng, 78m2, hẻm 7m, chỉ 5 tỷ",5 Tỷ,78 m²,6m,7m,1,3,3,4 Chỗ để ôtô,N/A,Quận 12,01/05/2025
"Cực hiếm nhà 4 tầng, 60m2, mt 5m, hẻm 8m thông, nguyễn ảnh thủ, hiệp thành, q12",5.05 Tỷ,60 m²,5m,8m,N/A,N/A,3,4 Chỗ để ôtô,N/A,Quận 12,01/05/2025
"Bán nhà 5 tầng 40m2,hẻm xe hơi.p14 gò vấp.",5.7 Tỷ,40 m²,4m,5m,5,3,4,Không,N/A,Phạm Văn Chiêu,01/05/2025
Bán nhà 2 tầng 44m2 phạm văn chiêu p14 gò vấp chỉ 4 tỷ3,4.3 Tỷ,44 m²,3.7m,5m,2,2,2,Không,N/A,Phạm Văn Chiêu,01/05/2025
Bán nhà riêng lạc long quân - tân bình - xe hơi đỗ cửa 125 m2 chỉ 12 tỷ,12 Tỷ,125 m²,4.1m,4.5m,4,4,N/A,Không,NHÀ RIÊNG,Lạc Long Quân,01/05/2025
Mặt tiền phú nhuận ô tô ngủ nhà ngay nguyễn văn trỗi huỳnh văn bánh 36m2,5.6 Tỷ,36 m²,36m,N/A,N/A,N/A,2,Không,Nhà Mặt Phố,Quận Phú Nhuận,01/05/2025
Bán nhà quận 3 dưới 10 tỷ 95m2 5 tầng căn góc đẹp 10 phòng,7.5 Tỷ,95 m²,N/A,N/A,5,N/A,N/A,Không,N/A,Quận 3,01/05/2025
Bán nhà hẻm vào 6m quận 10 bốn tầng đẹp mua về vào ở ngay,4.4 Tỷ,25 m²,N/A,N/A,3,3,4,Không,N/A,Quận 10,01/05/2025
"Bán căn góc, hxh 5m nguyễn thị đặng, q12 _ ngang đỉnh 7m _ 80m2, 3 tầng, 6ty050",6050 Tỷ,80 m²,N/A,N/A,3,3,3,Không,N/A,Quận 12,01/05/2025
"Giảm 100tr _ nhà ngay bến xe buyt hiệp thành, q12 _3 tầng, hẻm xe hơi, 4ty650",Thỏa Thuận,48 m²,N/A,N/A,3,124,N/A,Không,N/A,Quận 12,01/05/2025
"Bán nhà phố 5 tầng hẻm xe hơi nơ trang long p11, 47m2 chỉ hơn 8 tỷ xí",8.8 Tỷ,47 m²,6.7m,5m,5,N/A,4,4 Chỗ để ôtô,NHÀ PHỐ,Quận Bình Thạnh,01/05/2025
"Nhà hẻm liên khu 5-6, bình hưng hòa b dt 64m2 3 lầu 4pn 3wc giá 6 tỷ",6 Tỷ,64 m²,4m,4m,4,4,3,Không,N/A,Quận Bình Tân,01/05/2025
"Nhà hẻm nguyễn súy, p tân quý, q tân phú dt 64m2 3 lầu 4pn 5wc giá 8,2 tỷ",8.2 Tỷ,64 m²,4m,6m,3,4,5,Không,N/A,Quận Tân Phú,01/05/2025
Mặt tiền sơn kỳ 75m²  đang thuê 20tr/tháng  mua là có lãi  chưa tới 9 tỷ,9 Tỷ,75 m²,4m,20m,3,N/A,N/A,Không,Nhà Mặt Phố,Quận Tân Phú,01/05/2025
Biêt thư tuyệt đep đường 53 .f hiêp bình chánh. thủ đức. giá chỉ 18.5 tỷ,18.5 Tỷ,151 m²,N/A,N/A,N/A,N/A,4,Không,Nhà Mặt Phố,Thành Phố Thủ Đức,01/05/2025
"Bán nhà lý phục man , q7 nhà 4 tầng  ngang 5m.. dài 13m, chỉ 11.5 tỷ.",11.5 Tỷ,65 m²,5m,5m,4,N/A,5,1 Chỗ để ôtô,N/A,Quận 7,01/05/2025
"Bán nhà mặt tiền gần nhà thờ tân hương  2 tầng đẹp lung linh  sổ riêng,giá mềm",7 Tỷ,80 m²,N/A,N/A,N/A,N/A,N/A,Không,NHÀ MẶT TIỀN,Quận Tân Phú,01/05/2025
"BÁN NHÀ QUẬN 3, 80m2, 5 tầng, hẻm xe tải, kinh doanh",20 Tỷ,79 m²,N/A,8m,N/A,N/A,6,1 Chỗ để ôtô,Đất,Quận 3,01/05/2025
"Nhà mặt tiền chử đồng tử, p7, tân bình - 12.7 tỷ tl",12.7 Tỷ,55 m²,N/A,N/A,5,N/A,N/A,Không,NHÀ MẶT TIỀN,Quận Tân Bình,01/05/2025
"Hàng hiếm tại huỳnh văn nghệ, 6 ty 3 - 72m2, 4pn, 3wc, tân bình, hcm",6.3 Tỷ,72 m²,4m,5m,3,4,3,1 Chỗ để ôtô,nhà riêng,Huỳnh Văn Nghệ,01/05/2025
"Bán nhà hẻm 10m thông nguyễn sỹ sách, tân bình 113m2 4tầng 13 tỷ 5",13.5 Tỷ,113 m²,4.5m,10m,4,N/A,6,1 Chỗ để ôtô,nhà mặt tiền,Nguyễn Sỹ Sách,01/05/2025
"Bán gấp nhà hẻm ngắn đ lê thị hà-tân xuân.136,6m2 thổ cư.gía 710 tr",710 Triệu,136 m²,5m,8m,N/A,N/A,1,1 Chỗ để ôtô,Đất,Huyện Hóc Môn,01/05/2025
"Bán gấp nhà đ.giác đạo-tân xuân.92,9m2.gía 650 triệu-shr.bao phí",650 Triệu,92 m²,6m,8m,1,3,1,1 Chỗ để ôtô,Đất,Huyện Hóc Môn,01/05/2025
🌟🌟🌟bán nhanh nhà p.rạch ông quận 8 - khu dân cư phát triển🌟🌟🌟,7.5 Tỷ,41 m²,50m,50m,2,N/A,N/A,Không,N/A,Quận 8,01/05/2025
"📍📍📍nhà shr quận 8  ở ngay, kinh doanh & cho thuê📍📍📍",8.6 Tỷ,55 m²,N/A,N/A,4,N/A,N/A,Không,N/A,Quận 8,01/05/2025
Nhà mới tinh nguyễn duy trinh - phường trường thạnh - 85m2 - giá 4.5 tỷ,4.5 Tỷ,85 m²,N/A,N/A,2,N/A,2,Có,Nhà Mặt Phố,Thành Phố Thủ Đức,30/04/2025
♥️♥️♥️p.chánh hưng quận 8 shr kd cho thuê bán nhanh ở ngay.♥️♥️♥️,8.6 Tỷ,55 m²,N/A,N/A,N/A,N/A,N/A,Không,N/A,Quận 8,30/04/2025
✨✨✨cần bán nhanh nhà shr tại quận 8✨✨✨,6.6 Tỷ,97 m²,N/A,N/A,2,4,3,Không,N/A,Quận 8,30/04/2025
"Nhà đẹp hẻm xe tải 12m, 4 tầng, trần văn ơn, tân phú, 64m2, chỉ 8.9 tỷ tl",8.9 Tỷ,64 m²,4m,12m,4,N/A,4,1 Chỗ để ôtô,N/A,Trần Văn Ơn,30/04/2025
"* siêu phẩm 84m2, 4 tầng kdc phân lô đồng bộ.tiềm năng nhất, q12 chưa đầy 10 tỷ.",10 Tỷ,84 m²,4.2m,12m,4,5,5,Không,Nhà Mặt Phố,Chung Cư Depot Metro Tham Lương,30/04/2025
"* nhà bán hxh phường tân thới nhất, q12. gần 100m2 chỉ 6 tỷ.  * diện tích ( 4",6 Tỷ,81 m²,4.5m,6m,N/A,2,1,Không,Đất,Chung Cư Depot Metro Tham Lương,30/04/2025
"Mặt tiền kinh doanh dương đình hội tăng nhơn phú b, 280m2 ngang 8m, 19 tỷ x",19.9 Tỷ,280 m²,8m,10m,N/A,N/A,1,Không,Đất,Thành Phố Thủ Đức,30/04/2025
"Mặt tiền kinh doanh đình phong phú lê văn việt, tăng nhơn phú b, 467m2, ngang 9m",44.9 Tỷ,467 m²,9m,10m,N/A,N/A,2,Không,Đất,Thành Phố Thủ Đức,30/04/2025
"Bán gấp đất full thổ cư mt hồ văn tắng củ chi,diện tích 209m2, shr",1.6 Tỷ,209 m²,11m,11m,N/A,N/A,N/A,Không,ĐẤT,Hồ Văn Tắng,30/04/2025
Bán đất full thổ cư mt chợ vĩnh lôc a bình chánh diện tích 133m2 shr,1.9 Tỷ,133 m²,7m,7m,N/A,N/A,N/A,Không,ĐẤT,Huyện Bình Chánh,30/04/2025
Bán nhà 1 trệt 2 lầu mt ở xuân thới thượng hóc môn diện tích 90m2 shr,1.8 Tỷ,90 m²,5m,13m,2,4,2,Không,Đất,Trần Văn Mười,30/04/2025
"Bán đất full thổ cư mt huỳnh thị bẳng, củ chi diện tích 209 m2 shr",1.55 Tỷ,209 m²,11m,11m,N/A,N/A,N/A,Không,ĐẤT,Huỳnh Thị Bẳng,30/04/2025
Gò dầu  nhà đẹp 80m²  hẻm xe hơi 6m thông  3pn  ở ngay  giá chỉ 6.89 tỷ tl,6.89 Tỷ,80 m²,N/A,N/A,N/A,3,N/A,Không,N/A,Quận Tân Phú,30/04/2025
"Bán dãy nhà trọ gần bệnh viện q12, hẻm xe tải vào nhà. 4.1x31m, 126m2. nhỉnh 4ty",489 Tỷ,126 m²,N/A,N/A,N/A,N/A,N/A,Không,N/A,Quận 12,30/04/2025
Nhà đẹp tân hương 80m²  hẻm 6m thông  1 trệt 1 lầu  3pn  chỉ 6.98 tỷ,6.98 Tỷ,80 m²,4m,6m,N/A,3,N/A,Không,N/A,Quận Tân Phú,30/04/2025
Bán nhà mặt tiền dt 4m x 17m 68m2 đường nguyễn đình chi quận 6,9.25 Tỷ,68 m²,4m,10m,N/A,N/A,2,1 Chỗ để ôtô,NHÀ MẶT TIỀN,Quận 6,30/04/2025
