Tiêu đề,Giá,Diện tích,Giá/m2,Số phòng ngủ,Số phòng tắm,Địa chỉ,Ngày đăng
"Bán biệt thự góc sân vườn Rosita Khang Điền Quận 9, giá 16,5 tỷ, căn 245m²","16,5 tỷ",245 m²,"67,35 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Khu cư xá Chu Văn An, nhà mới, vừa ở vừa kinh doanh, DT 3,7x12m - 4 tầng, giá nhỉnh 9 tỷ","9,7 tỷ",40.5 m²,"239,51 tr/m²",3,3,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
50m ra huỳnh tấn phát - chỉ 80 triệu/ m2 - nhà rộng 85m2 ngang 6m bề thế - chỉ 6.65 tỷ,"6,65 tỷ",85 m²,"78,24 tr/m²",3,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Siêu phẩm tân phú cực hót cạnh st aeon 5 tầng btct 3pn 4wc tặng nội thất ở ngay giá chỉ nhỉnh 3 tỷ,"3,6 tỷ",22 m²,"163,64 tr/m²",3,4,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ hoàng quốc việt quận 7, dt 68m2, sổ hồng, 2pn2wc, giá 3,65 tỷ","3,65 tỷ",68 m²,"53,68 tr/m²",2,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Bán căn 2pn1wc chung cư Western Capital hỗ trợ vay ngân hàng giá 2.530ty,"2,53 tỷ",50 m²,"50,6 tr/m²",N/A,1,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Hot! bán đất nền dự án lotus residence - lô góc vị trí đẹp - mặt tiền đường đào trí,Thương lượng,160 m²,N/A,N/A,N/A,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 5 tầng Luxury, 5x15, Thang máy, Nhỉnh 10 tỷ, hẻm 6m thông Lê Đức Thọ, P15, Gò Vấp","10,4 tỷ",74 m²,"140,54 tr/m²",5,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Mặt Tiền 121 Võ Thị Sáu, Quận 3 - DT:13.4m x 24m công nhận 314m2 - Giá:185 tỷ",185 tỷ,320 m²,"578,13 tr/m²",N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà riêng tại Nguyễn Trọng Tuyển, Phú Nhuận, HCM giá tốt, 5,9 tỷ, 22m2","5,9 tỷ",22 m²,"268,18 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán gấp, Hẻm xe hơi trước cửa, 50m2, chỉ 4,5 tỷ. Ở hoặc cho thuê.","4,5 tỷ",50 m²,90 tr/m²,2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh","Chính chủ bán gấp, Hẻm xe hơi trước cửa, 50m2, chỉ 4,5 tỷ. Ở hoặc cho thuê."
"Bán nhà MTKD 20m đối diện Aeon Tân Phú, DT 4,5x19m, cấp 4 đang cho thuê, giá 15 tỷ",15 tỷ,85 m²,"176,47 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Thành Thái, F14, Q10, 5.8x17.5m, 3 lầu, ST, 9 phòng CHDV, HĐT 40tr. Giá 25 tỷ TL",25 tỷ,94 m²,"265,96 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",11/10/2025
"Ban Nha siêu rồng siêu đẹp thống nhất phương 16 go vấp Dt 49,2 m2 gia 5,8 ty","5,8 tỷ",49.2 m²,"117,89 tr/m²",4,4,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Nhà 3 mặt tiền Hẻm đẹp Bùi Thị Xuân 6x17m chỉ 26ty cần bán!,26 tỷ,73.1 m²,"355,68 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ 8x Plus đường Trường Chinh, loại căn 2PN 2WC, đã có sổng hồng, hỗ trợ vay ngân hàng.","2,75 tỷ",61.4 m²,"44,79 tr/m²",2,2,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
Kẹt tiền bán gấp chung cư i-home gò vấp 73m2 2pn2wc 1ty300 triệu,"1,3 tỷ",73 m²,"17,81 tr/m²",2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán CC Flora Anh Đào, Đỗ Xuân Hợp, Q9, HCM, Giá 1ty770, 68m2, 2PN","1,77 tỷ",68 m²,"26,03 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Cần tiền kinh doanh bán gấp chung cư mỹ đức, bình thạnh 85m2 2pn2wc 1tỷ800 triệu",Thương lượng,85 m²,N/A,2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán screc tower, 2tỷ13, q.3, 65m2, 2pn-2wc","2,13 tỷ",65 m²,"32,77 tr/m²",2,2,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán gấp lucky palace, 1tỷ98, q.6, 65m2, 2pn-2wc","1,98 tỷ",65 m²,"30,46 tr/m²",2,2,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Kẹt tiền cần bán gấp căn hộ sunny plaza gò vấp 69m2 2pn2wc 1ty520triệu,Thương lượng,69 m²,N/A,2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán căn hộ tại Masteri Millennium, Bến Vân Đồn, Giá 1ty890, 72m2 chỉ với giá tốt, 2PN, 2WC","1,89 tỷ",72 m²,"26,25 tr/m²",2,2,"Q. 4, Tp. Hồ Chí Minh",11/10/2025
50m ra huỳnh tấn phát - chỉ 80 triệu/ m2 - nhà rộng 85m2 ngang 6m bề thế - chỉ 6.65 tỷ,"6,65 tỷ",85 m²,"78,24 tr/m²",3,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Siêu phẩm tân phú cực hót cạnh st aeon 5 tầng btct 3pn 4wc tặng nội thất ở ngay giá chỉ nhỉnh 3 tỷ,"3,6 tỷ",22 m²,"163,64 tr/m²",3,4,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ hoàng quốc việt quận 7, dt 68m2, sổ hồng, 2pn2wc, giá 3,65 tỷ","3,65 tỷ",68 m²,"53,68 tr/m²",2,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Bán căn 2pn1wc chung cư Western Capital hỗ trợ vay ngân hàng giá 2.530ty,"2,53 tỷ",50 m²,"50,6 tr/m²",N/A,1,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Hot! bán đất nền dự án lotus residence - lô góc vị trí đẹp - mặt tiền đường đào trí,Thương lượng,160 m²,N/A,N/A,N/A,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 5 tầng Luxury, 5x15, Thang máy, Nhỉnh 10 tỷ, hẻm 6m thông Lê Đức Thọ, P15, Gò Vấp","10,4 tỷ",74 m²,"140,54 tr/m²",5,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Mặt Tiền 121 Võ Thị Sáu, Quận 3 - DT:13.4m x 24m công nhận 314m2 - Giá:185 tỷ",185 tỷ,320 m²,"578,13 tr/m²",N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà riêng tại Nguyễn Trọng Tuyển, Phú Nhuận, HCM giá tốt, 5,9 tỷ, 22m2","5,9 tỷ",22 m²,"268,18 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán gấp, Hẻm xe hơi trước cửa, 50m2, chỉ 4,5 tỷ. Ở hoặc cho thuê.","4,5 tỷ",50 m²,90 tr/m²,2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh","Chính chủ bán gấp, Hẻm xe hơi trước cửa, 50m2, chỉ 4,5 tỷ. Ở hoặc cho thuê."
"Bán nhà MTKD 20m đối diện Aeon Tân Phú, DT 4,5x19m, cấp 4 đang cho thuê, giá 15 tỷ",15 tỷ,85 m²,"176,47 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Thành Thái, F14, Q10, 5.8x17.5m, 3 lầu, ST, 9 phòng CHDV, HĐT 40tr. Giá 25 tỷ TL",25 tỷ,94 m²,"265,96 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",11/10/2025
"Ban Nha siêu rồng siêu đẹp thống nhất phương 16 go vấp Dt 49,2 m2 gia 5,8 ty","5,8 tỷ",49.2 m²,"117,89 tr/m²",4,4,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Nhà 3 mặt tiền Hẻm đẹp Bùi Thị Xuân 6x17m chỉ 26ty cần bán!,26 tỷ,73.1 m²,"355,68 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ 8x Plus đường Trường Chinh, loại căn 2PN 2WC, đã có sổng hồng, hỗ trợ vay ngân hàng.","2,75 tỷ",61.4 m²,"44,79 tr/m²",2,2,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
Kẹt tiền bán gấp chung cư i-home gò vấp 73m2 2pn2wc 1ty300 triệu,"1,3 tỷ",73 m²,"17,81 tr/m²",2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán CC Flora Anh Đào, Đỗ Xuân Hợp, Q9, HCM, Giá 1ty770, 68m2, 2PN","1,77 tỷ",68 m²,"26,03 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Cần tiền kinh doanh bán gấp chung cư mỹ đức, bình thạnh 85m2 2pn2wc 1tỷ800 triệu",Thương lượng,85 m²,N/A,2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán screc tower, 2tỷ13, q.3, 65m2, 2pn-2wc","2,13 tỷ",65 m²,"32,77 tr/m²",2,2,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán gấp lucky palace, 1tỷ98, q.6, 65m2, 2pn-2wc","1,98 tỷ",65 m²,"30,46 tr/m²",2,2,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Kẹt tiền cần bán gấp căn hộ sunny plaza gò vấp 69m2 2pn2wc 1ty520triệu,Thương lượng,69 m²,N/A,2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán căn hộ tại Masteri Millennium, Bến Vân Đồn, Giá 1ty890, 72m2 chỉ với giá tốt, 2PN, 2WC","1,89 tỷ",72 m²,"26,25 tr/m²",2,2,"Q. 4, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán căn hộ tại Homyland, Nguyễn Duy Trinh, Quận 2, HCM, Giá 1ty780, 71m2,2PN,2WC","1,78 tỷ",71 m²,"25,07 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Chủ bán Căn hộ DLusso, Nguyễn Thị Định, Quận 2, HCM, Giá 1ty970, 73m2","1,97 tỷ",73 m²,"26,99 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ CC River Gate, tại Bến Vân Đồn, Q4, HCM, Giá 1ty860, 69m2, 2PN + 2WC, view đẹp","1,86 tỷ",69 m²,"26,96 tr/m²",2,2,"Q. 4, Tp. Hồ Chí Minh",11/10/2025
"CHÍNH CHỦ BÁN Stown Thủ Đức, 1TỶ76, Thủ Đức, 65M2, 2PN-2WC","1,76 tỷ",65 m²,"27,08 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Cần tiền kinh doanh bán gấp chung cư mỹ đức, bình thạnh 85m2 2pn2wc 1tỷ800 triệu",Thương lượng,85 m²,N/A,2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"CHÍNH CHỦ BÁN Moonlight Boulevard, 2TỶ45, BÌNH TÂN, 68m2, 2PN-2WC","2,45 tỷ",68 m²,"36,03 tr/m²",2,2,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
Chính chủ cần bán tòa nhà 2 mặt tiền đường Hoàng Hoa Thám - (13.5x30m) - Hầm 8 tầng - Giá 70 tỷ,70 tỷ,380 m²,"184,21 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà mặt tiền, Phường 5, Gò Vấp - 61m - 5 Lầu 3 Phòng, Tiện ở hoặc Kinh doanh. Hoàn công đủ.","8,9 tỷ",61 m²,"145,9 tr/m²",3,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Khan Hiếm! Bán Nhà Mặt Tiền Đường Bùi Viện Quận 1 - (8x20m) - Hầm 8 Tầng- HĐT 250tr/th- Giá 50 tỷ,50 tỷ,150 m²,"333,33 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà siêu đẹp phan văn khỏe, p.2, quận 6 giá 3 tỷ 750 hđ thuê 22tr/th - 77m2, sổ hồng riêng","3,75 tỷ",77 m²,"48,7 tr/m²",3,4,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Nhà lạc long quân - tân bình- vị trí cực đẹp - cách 1 căn hẻm xe hơi - nhà 3 tầng 4pn. nhỉnh 6 tỷ.,"6,65 tỷ",48 m²,"138,54 tr/m²",4,3,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
"Bán biệt thự góc sân vườn Rosita Khang Điền Quận 9, giá 16,5 tỷ, căn 245m²","16,5 tỷ",245 m²,"67,35 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Khu cư xá Chu Văn An, nhà mới, vừa ở vừa kinh doanh, DT 3,7x12m - 4 tầng, giá nhỉnh 9 tỷ","9,7 tỷ",40.5 m²,"239,51 tr/m²",3,3,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
50m ra huỳnh tấn phát - chỉ 80 triệu/ m2 - nhà rộng 85m2 ngang 6m bề thế - chỉ 6.65 tỷ,"6,65 tỷ",85 m²,"78,24 tr/m²",3,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Siêu phẩm tân phú cực hót cạnh st aeon 5 tầng btct 3pn 4wc tặng nội thất ở ngay giá chỉ nhỉnh 3 tỷ,"3,6 tỷ",22 m²,"163,64 tr/m²",3,4,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ hoàng quốc việt quận 7, dt 68m2, sổ hồng, 2pn2wc, giá 3,65 tỷ","3,65 tỷ",68 m²,"53,68 tr/m²",2,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Bán căn 2pn1wc chung cư Western Capital hỗ trợ vay ngân hàng giá 2.530ty,"2,53 tỷ",50 m²,"50,6 tr/m²",N/A,1,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Hot! bán đất nền dự án lotus residence - lô góc vị trí đẹp - mặt tiền đường đào trí,Thương lượng,160 m²,N/A,N/A,N/A,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 5 tầng Luxury, 5x15, Thang máy, Nhỉnh 10 tỷ, hẻm 6m thông Lê Đức Thọ, P15, Gò Vấp","10,4 tỷ",74 m²,"140,54 tr/m²",5,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Mặt Tiền 121 Võ Thị Sáu, Quận 3 - DT:13.4m x 24m công nhận 314m2 - Giá:185 tỷ",185 tỷ,320 m²,"578,13 tr/m²",N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà riêng tại Nguyễn Trọng Tuyển, Phú Nhuận, HCM giá tốt, 5,9 tỷ, 22m2","5,9 tỷ",22 m²,"268,18 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán gấp, Hẻm xe hơi trước cửa, 50m2, chỉ 4,5 tỷ. Ở hoặc cho thuê.","4,5 tỷ",50 m²,90 tr/m²,2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh","Chính chủ bán gấp, Hẻm xe hơi trước cửa, 50m2, chỉ 4,5 tỷ. Ở hoặc cho thuê."
"Bán nhà MTKD 20m đối diện Aeon Tân Phú, DT 4,5x19m, cấp 4 đang cho thuê, giá 15 tỷ",15 tỷ,85 m²,"176,47 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Thành Thái, F14, Q10, 5.8x17.5m, 3 lầu, ST, 9 phòng CHDV, HĐT 40tr. Giá 25 tỷ TL",25 tỷ,94 m²,"265,96 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",11/10/2025
"Ban Nha siêu rồng siêu đẹp thống nhất phương 16 go vấp Dt 49,2 m2 gia 5,8 ty","5,8 tỷ",49.2 m²,"117,89 tr/m²",4,4,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Nhà 3 mặt tiền Hẻm đẹp Bùi Thị Xuân 6x17m chỉ 26ty cần bán!,26 tỷ,73.1 m²,"355,68 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ 8x Plus đường Trường Chinh, loại căn 2PN 2WC, đã có sổng hồng, hỗ trợ vay ngân hàng.","2,75 tỷ",61.4 m²,"44,79 tr/m²",2,2,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
Kẹt tiền bán gấp chung cư i-home gò vấp 73m2 2pn2wc 1ty300 triệu,"1,3 tỷ",73 m²,"17,81 tr/m²",2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán CC Flora Anh Đào, Đỗ Xuân Hợp, Q9, HCM, Giá 1ty770, 68m2, 2PN","1,77 tỷ",68 m²,"26,03 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Cần tiền kinh doanh bán gấp chung cư mỹ đức, bình thạnh 85m2 2pn2wc 1tỷ800 triệu",Thương lượng,85 m²,N/A,2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán screc tower, 2tỷ13, q.3, 65m2, 2pn-2wc","2,13 tỷ",65 m²,"32,77 tr/m²",2,2,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán gấp lucky palace, 1tỷ98, q.6, 65m2, 2pn-2wc","1,98 tỷ",65 m²,"30,46 tr/m²",2,2,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Kẹt tiền cần bán gấp căn hộ sunny plaza gò vấp 69m2 2pn2wc 1ty520triệu,Thương lượng,69 m²,N/A,2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán căn hộ tại Masteri Millennium, Bến Vân Đồn, Giá 1ty890, 72m2 chỉ với giá tốt, 2PN, 2WC","1,89 tỷ",72 m²,"26,25 tr/m²",2,2,"Q. 4, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán căn hộ tại Homyland, Nguyễn Duy Trinh, Quận 2, HCM, Giá 1ty780, 71m2,2PN,2WC","1,78 tỷ",71 m²,"25,07 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Chủ bán Căn hộ DLusso, Nguyễn Thị Định, Quận 2, HCM, Giá 1ty970, 73m2","1,97 tỷ",73 m²,"26,99 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ CC River Gate, tại Bến Vân Đồn, Q4, HCM, Giá 1ty860, 69m2, 2PN + 2WC, view đẹp","1,86 tỷ",69 m²,"26,96 tr/m²",2,2,"Q. 4, Tp. Hồ Chí Minh",11/10/2025
"CHÍNH CHỦ BÁN Stown Thủ Đức, 1TỶ76, Thủ Đức, 65M2, 2PN-2WC","1,76 tỷ",65 m²,"27,08 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Cần tiền kinh doanh bán gấp chung cư mỹ đức, bình thạnh 85m2 2pn2wc 1tỷ800 triệu",Thương lượng,85 m²,N/A,2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà siêu đẹp phan văn khỏe, p.2, quận 6 giá 3 tỷ 750 hđ thuê 22tr/th - 77m2, sổ hồng riêng","3,75 tỷ",77 m²,"48,7 tr/m²",3,4,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Nhà lạc long quân - tân bình- vị trí cực đẹp - cách 1 căn hẻm xe hơi - nhà 3 tầng 4pn. nhỉnh 6 tỷ.,"6,65 tỷ",48 m²,"138,54 tr/m²",4,3,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
"Bán biệt thự góc sân vườn Rosita Khang Điền Quận 9, giá 16,5 tỷ, căn 245m²","16,5 tỷ",245 m²,"67,35 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Khu cư xá Chu Văn An, nhà mới, vừa ở vừa kinh doanh, DT 3,7x12m - 4 tầng, giá nhỉnh 9 tỷ","9,7 tỷ",40.5 m²,"239,51 tr/m²",3,3,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
50m ra huỳnh tấn phát - chỉ 80 triệu/ m2 - nhà rộng 85m2 ngang 6m bề thế - chỉ 6.65 tỷ,"6,65 tỷ",85 m²,"78,24 tr/m²",3,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Siêu phẩm tân phú cực hót cạnh st aeon 5 tầng btct 3pn 4wc tặng nội thất ở ngay giá chỉ nhỉnh 3 tỷ,"3,6 tỷ",22 m²,"163,64 tr/m²",3,4,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ hoàng quốc việt quận 7, dt 68m2, sổ hồng, 2pn2wc, giá 3,65 tỷ","3,65 tỷ",68 m²,"53,68 tr/m²",2,2,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
Bán căn 2pn1wc chung cư Western Capital hỗ trợ vay ngân hàng giá 2.530ty,"2,53 tỷ",50 m²,"50,6 tr/m²",N/A,1,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Hot! bán đất nền dự án lotus residence - lô góc vị trí đẹp - mặt tiền đường đào trí,Thương lượng,160 m²,N/A,N/A,N/A,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 5 tầng Luxury, 5x15, Thang máy, Nhỉnh 10 tỷ, hẻm 6m thông Lê Đức Thọ, P15, Gò Vấp","10,4 tỷ",74 m²,"140,54 tr/m²",5,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Mặt Tiền 121 Võ Thị Sáu, Quận 3 - DT:13.4m x 24m công nhận 314m2 - Giá:185 tỷ",185 tỷ,320 m²,"578,13 tr/m²",N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà riêng tại Nguyễn Trọng Tuyển, Phú Nhuận, HCM giá tốt, 5,9 tỷ, 22m2","5,9 tỷ",22 m²,"268,18 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán gấp, Hẻm xe hơi trước cửa, 50m2, chỉ 4,5 tỷ. Ở hoặc cho thuê.","4,5 tỷ",50 m²,90 tr/m²,2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh","Chính chủ bán gấp, Hẻm xe hơi trước cửa, 50m2, chỉ 4,5 tỷ. Ở hoặc cho thuê."
"Bán nhà MTKD 20m đối diện Aeon Tân Phú, DT 4,5x19m, cấp 4 đang cho thuê, giá 15 tỷ",15 tỷ,85 m²,"176,47 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Thành Thái, F14, Q10, 5.8x17.5m, 3 lầu, ST, 9 phòng CHDV, HĐT 40tr. Giá 25 tỷ TL",25 tỷ,94 m²,"265,96 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",11/10/2025
"Ban Nha siêu rồng siêu đẹp thống nhất phương 16 go vấp Dt 49,2 m2 gia 5,8 ty","5,8 tỷ",49.2 m²,"117,89 tr/m²",4,4,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
Nhà 3 mặt tiền Hẻm đẹp Bùi Thị Xuân 6x17m chỉ 26ty cần bán!,26 tỷ,73.1 m²,"355,68 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ 8x Plus đường Trường Chinh, loại căn 2PN 2WC, đã có sổng hồng, hỗ trợ vay ngân hàng.","2,75 tỷ",61.4 m²,"44,79 tr/m²",2,2,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
Kẹt tiền bán gấp chung cư i-home gò vấp 73m2 2pn2wc 1ty300 triệu,"1,3 tỷ",73 m²,"17,81 tr/m²",2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán CC Flora Anh Đào, Đỗ Xuân Hợp, Q9, HCM, Giá 1ty770, 68m2, 2PN","1,77 tỷ",68 m²,"26,03 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Cần tiền kinh doanh bán gấp chung cư mỹ đức, bình thạnh 85m2 2pn2wc 1tỷ800 triệu",Thương lượng,85 m²,N/A,2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán screc tower, 2tỷ13, q.3, 65m2, 2pn-2wc","2,13 tỷ",65 m²,"32,77 tr/m²",2,2,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Chính chủ bán gấp lucky palace, 1tỷ98, q.6, 65m2, 2pn-2wc","1,98 tỷ",65 m²,"30,46 tr/m²",2,2,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
Kẹt tiền cần bán gấp căn hộ sunny plaza gò vấp 69m2 2pn2wc 1ty520triệu,Thương lượng,69 m²,N/A,2,2,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán căn hộ tại Masteri Millennium, Bến Vân Đồn, Giá 1ty890, 72m2 chỉ với giá tốt, 2PN, 2WC","1,89 tỷ",72 m²,"26,25 tr/m²",2,2,"Q. 4, Tp. Hồ Chí Minh",11/10/2025
"Chủ Bán căn hộ tại Homyland, Nguyễn Duy Trinh, Quận 2, HCM, Giá 1ty780, 71m2,2PN,2WC","1,78 tỷ",71 m²,"25,07 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Chủ bán Căn hộ DLusso, Nguyễn Thị Định, Quận 2, HCM, Giá 1ty970, 73m2","1,97 tỷ",73 m²,"26,99 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán căn hộ CC River Gate, tại Bến Vân Đồn, Q4, HCM, Giá 1ty860, 69m2, 2PN + 2WC, view đẹp","1,86 tỷ",69 m²,"26,96 tr/m²",2,2,"Q. 4, Tp. Hồ Chí Minh",11/10/2025
"CHÍNH CHỦ BÁN Stown Thủ Đức, 1TỶ76, Thủ Đức, 65M2, 2PN-2WC","1,76 tỷ",65 m²,"27,08 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Cần tiền kinh doanh bán gấp chung cư mỹ đức, bình thạnh 85m2 2pn2wc 1tỷ800 triệu",Thương lượng,85 m²,N/A,2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
