Tiêu đề dự án,Giá,Diện tích,Giá/m²,Địa chỉ,Số phòng ngủ,Số phòng vệ sinh,Ngày đăng
"Chủ thiện chí bán nhà phố thương mại Khang Điền - MT Liên Phường 5x20m, rẻ hơn thị trường 2 tỷ",23 tỷ,100 m²,230 tr/m²,"Quận 9, Hồ Chí Minh",4,5,07/10/2025
"Nhà Nguyễn Thượng Hiền, phường 5, Phú Nhuận, hẻm thông Hoàng Hoa Thám, Thích Quảng Đức:","6,45 tỷ",40 m²,"161,25 tr/m²","Phú Nhuận, Hồ Chí Minh",4,3,07/10/2025
"Hot! [95m2 đất] đường Lý Thường Kiệt ngay Cư Xá Bắc Hải chỉ 13,2 tỷ TL","13,2 tỷ",95 m²,"138,95 tr/m²","Tân Bình, Hồ Chí Minh",2,2,07/10/2025
"Cần bán đất đẹp P. An Phú (cũ) gần chung cư Bộ Công An liền kề Vũ Tông Phan, chợ Đo Đạc",45 tỷ,300 m²,150 tr/m²,"Quận 2, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán CHDV Góc 2MT HXT Dương Quảng Hàm, P5, GV. 5m x 12m. 6 tầng, 9P. TN: 40tr/th. Nhỉnh 9 tỷ","9,5 tỷ",60 m²,"158,33 tr/m²","Gò Vấp, Hồ Chí Minh",9,10,07/10/2025
Cần bán căn hộ La astoria 2 dt 60m2 2pn1wc tầng cao view Đông nam chỉ 3.2 tỷ,"3,2 tỷ",60 m²,"53,33 tr/m²","Quận 2, Hồ Chí Minh",2,1,07/10/2025
"Bán nhà riêng tại MT Nguyễn Duy Trinh, ngang 13m DT 189m2 giá 42 tỷ",42 tỷ,189 m²,"222,22 tr/m²","Quận 2, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà HXT 10m thông Lê Đức Thọ, P7, GV. 5mx18m CN 83m2 trệt 3 lầu. Giá: 13.5 tỷ TL","13,5 tỷ",83 m²,"162,65 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
"Hàng mới. Bán nhanh 1 lô đất hẻm 3 gác đường số 36, P. Bình Trưng Tây, TP. Thủ Đức","3,6 tỷ","50,2 m²","71,71 tr/m²","Quận 2, Hồ Chí Minh",N/A,N/A,07/10/2025
Hẻm ô tô 7m Bàu Cát Phường 12 Tân Bình (4.5x24m) chỉ 12 tỷ,12 tỷ,101 m²,"118,81 tr/m²","Tân Bình, Hồ Chí Minh",2,2,07/10/2025
Nhà Hẻm Ô Tô 467 Lê Đức Thọ Phường 16 Gò Vấp,"7,39 tỷ",48 m²,"153,96 tr/m²","Gò Vấp, Hồ Chí Minh",4,3,07/10/2025
Bán nhanh căn hộ 3PN rẻ nhất dự án 95m2 giá chỉ 5.5 tỷ có nội thất đầy đủ 0937 576 ***,"5,5 tỷ",95 m²,"57,9 tr/m²","Quận 2, Hồ Chí Minh",3,2,07/10/2025
Bán gấp căn 3PN diện tích lớn trực diện sông giá tốt nhất dự án,9 tỷ,109 m²,"82,57 tr/m²","Quận 2, Hồ Chí Minh",3,2,07/10/2025
"Bán lô HXH Phan Văn Trị, GV. 4m x 28m. CN 105m2. Giá 8.5 tỷ TL. (80tr/m2)/ LH: 0932 170 *** Em Vy","8,5 tỷ",105 m²,"80,95 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
KHÁCH SẠN MẶT TIỀN THỤT 1 CĂN GÓC ĐẸP NHÀ MỚI ĐẸP VỊ TRÍ ĐẸP KD KHÁCH SẠN SẴN NGUỒN THU,20 tỷ,104 m²,"192,31 tr/m²","Gò Vấp, Hồ Chí Minh",17,17,07/10/2025
Bán nhanh căn hộ 3PN rẻ nhất dự án 95m2 giá chỉ 5.5 tỷ có nội thất đầy đủ 0937 576 ***,"5,5 tỷ",95 m²,"57,9 tr/m²","Quận 2, Hồ Chí Minh",3,2,07/10/2025
Bán gấp căn 3PN diện tích lớn trực diện sông giá tốt nhất dự án,9 tỷ,109 m²,"82,57 tr/m²","Quận 2, Hồ Chí Minh",3,2,07/10/2025
"Bán lô HXH Phan Văn Trị, GV. 4m x 28m. CN 105m2. Giá 8.5 tỷ TL. (80tr/m2)/ LH: 0932 170 *** Em Vy","8,5 tỷ",105 m²,"80,95 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
KHÁCH SẠN MẶT TIỀN THỤT 1 CĂN GÓC ĐẸP NHÀ MỚI ĐẸP VỊ TRÍ ĐẸP KD KHÁCH SẠN SẴN NGUỒN THU,20 tỷ,104 m²,"192,31 tr/m²","Gò Vấp, Hồ Chí Minh",17,17,07/10/2025
"Bán nhà mặt tiền Gò Vấp KDC Cityland,DT 5x20m, kinh doanh đỉnh, dòng tiên thuê 45tr/tháng","22,5 tỷ",100 m²,225 tr/m²,"Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
Cần bán Penthouse - sân vườn siêu VIP tại D'Lusso 13.5 tỷ 0937 576 ***,"13,5 tỷ",112 m²,"120,54 tr/m²","Quận 2, Hồ Chí Minh",3,3,07/10/2025
chinh chủ gửi bán 5 căn nhà trọ diện tích 100m ngang 5m dài 20m hẻm xe hơi Phường bình trưng,"8,7 tỷ",100 m²,87 tr/m²,"Quận 2, Hồ Chí Minh",5,5,07/10/2025
Bán nhà đường 40 KDC Bình Phú đối diện công viên,"7,5 tỷ",48 m²,"156,25 tr/m²","Quận 6, Hồ Chí Minh",3,N/A,07/10/2025
"Nhà phố Đại Phúc Green Villas, DT 5x18m, sổ hồng sẵn, giá 10.8 tỷ, nội thất sẵn, LH: 0934 933 ***","10,8 tỷ",90 m²,120 tr/m²,"Bình Chánh, Hồ Chí Minh",4,4,07/10/2025
"KẸT TIỀN BÁN GẤP SHOP PHÚ MỸ HƯNG, CHỈ 15,5 TỶ (GIÁ THẬT 100%)","15,5 tỷ",130 m²,"119,23 tr/m²","Quận 7, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà MT kinh doanh đường Số 4, P7, Gò Vấp. DT: 4x17m trệt 1 lầu. Giá: 10.5 tỷ","10,5 tỷ",68 m²,"154,41 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
"Cần bán officetel La3 DT 30m2 + lửng (45m2) 1PN1WC có ban công to giá 2.1 tỷ, 0937 576 ***","2,1 tỷ",45 m²,"46,67 tr/m²","Quận 2, Hồ Chí Minh",1,1,07/10/2025
Cần bán nhanh căn hộ La1 - 2pn2wc dt 67m2 full nội thất đẹp 0937 576 *** giá chỉ 3.4 tỷ bớt lộc,"3,4 tỷ",67 m²,"50,75 tr/m²","Quận 2, Hồ Chí Minh",2,2,07/10/2025
chinh chủ gửi bán 5 căn nhà trọ diện tích 100m ngang 5m dài 20m hẻm xe hơi Phường bình trưng Tây,8 tỷ,100 m²,80 tr/m²,"Quận 2, Hồ Chí Minh",5,5,07/10/2025
"Bán nhà HXH 5m Dương Quảng Hàm, P5, GV. DT: 4x19m. Trệt 2 lầu ST giá: 8.5 tỷ TL. 0932 170 *** Em Vy","8,5 tỷ",60 m²,"141,67 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
"Hiếm! [6,5x15m] ngay đường Trương Vĩnh Ký P.Tân Thành chỉ 13.9 tỷ TL","13,9 tỷ",92 m²,"151,09 tr/m²","Tân Phú, Hồ Chí Minh",1,1,07/10/2025
"Bán nhà riêng 4,68 tỷ, 17m2 tại Lê Văn Sỹ, P12, Q3, HCM","4,68 tỷ",17 m²,"275,29 tr/m²","Quận 3, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà HXH 5m Trần Bá Giao, P5, GV. DT: 5x20m CN 100m2 Trệt 2 lầu. Giá: 9.9 tỷ TL 0932 170 *** Vy","9,9 tỷ",100 m²,99 tr/m²,"Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhà sổ riêng 81.2m2 xây 4 tầng full nội thất luxury đẹp mê ly gần quận 7,"9,8 tỷ","81,2 m²","120,69 tr/m²","Nhà Bè, Hồ Chí Minh",4,5,07/10/2025
"Chính chủ bán gấp Palm Heights, 2PN, 80m2, full nội thất, giá bán: 6tỷ800 bao phí","6,8 tỷ",80 m²,85 tr/m²,"Quận 2, Hồ Chí Minh",2,2,07/10/2025
chinh chủ gửi bán 5 căn nhà trọ diện tích 100m ngang 5m dài 20m hẻm xe hơi Phường bình trưng Tây,8 tỷ,100 m²,80 tr/m²,"Quận 2, Hồ Chí Minh",5,5,07/10/2025
"Bán nhà HXH 5m Dương Quảng Hàm, P5, GV. DT: 4x19m. Trệt 2 lầu ST giá: 8.5 tỷ TL. 0932 170 *** Em Vy","8,5 tỷ",60 m²,"141,67 tr/m²","Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
"Hiếm! [6,5x15m] ngay đường Trương Vĩnh Ký P.Tân Thành chỉ 13.9 tỷ TL","13,9 tỷ",92 m²,"151,09 tr/m²","Tân Phú, Hồ Chí Minh",1,1,07/10/2025
"Bán nhà riêng 4,68 tỷ, 17m2 tại Lê Văn Sỹ, P12, Q3, HCM","4,68 tỷ",17 m²,"275,29 tr/m²","Quận 3, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà HXH 5m Trần Bá Giao, P5, GV. DT: 5x20m CN 100m2 Trệt 2 lầu. Giá: 9.9 tỷ TL 0932 170 *** Vy","9,9 tỷ",100 m²,99 tr/m²,"Gò Vấp, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhà sổ riêng 81.2m2 xây 4 tầng full nội thất luxury đẹp mê ly gần quận 7,"9,8 tỷ","81,2 m²","120,69 tr/m²","Nhà Bè, Hồ Chí Minh",4,5,07/10/2025
"Chính chủ bán gấp Palm Heights, 2PN, 80m2, full nội thất, giá bán: 6tỷ800 bao phí","6,8 tỷ",80 m²,85 tr/m²,"Quận 2, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà mặt tiền Phường Phú Trung quận Tân Bình Phú, 60m2, ngang 4,3m, giá 11.x tỷ","11,4 tỷ",60 m²,190 tr/m²,"Tân Phú, Hồ Chí Minh",2,2,07/10/2025
Chính chủ gửi bán căn nhà cấp 4 có gác lửng diện tích 34m2 hẻm 3m cách đường Nguyễn Tuyển 70m,"3,9 tỷ",34 m²,"114,71 tr/m²","Quận 2, Hồ Chí Minh",1,1,07/10/2025
"Hot! Hẻm 303 Tân Sơn Nhì [4x14m] chỉ 7,9 tỷ","7,9 tỷ",56 m²,"141,07 tr/m²","Tân Phú, Hồ Chí Minh",2,3,07/10/2025
"Bán đất HXH khu VIP 9m x 35m. HBP. Thủ Đức, sát QL 13, Vạn Phúc City","13,8 tỷ",315 m²,"43,81 tr/m²","Thủ Đức, Hồ Chí Minh",N/A,N/A,07/10/2025
"Siêu hiếm! 100m2 đất khu Bàu Cát (5.2x19m) chỉ 9,2 tỷ","9,2 tỷ",100 m²,92 tr/m²,"Tân Bình, Hồ Chí Minh",1,1,07/10/2025
"Nhà đẹp kdc vip, 80M2, 5 tầng, shr, xe ô tô tránh chỉ 7.99 tỷ (tl)","7,99 tỷ",80 m²,"99,88 tr/m²","Quận 12, Hồ Chí Minh",6,6,07/10/2025
HOT! [4x18m] 5 tầng mới ngay Phạm Văn Bạch chỉ nhỉnh 8 tỷ,8 tỷ,72 m²,"111,11 tr/m²","Tân Bình, Hồ Chí Minh",5,6,07/10/2025
"Cần bán River Gate căn 2PN, 2WC, full nội thất, 75m2, giá 6,8 tỷ, LH: 0908 103 ***","6,8 tỷ",75 m²,"90,67 tr/m²","Quận 4, Hồ Chí Minh",2,2,07/10/2025
"Bán Nhà 4 Tầng BTCT, 4m x 12m, Nở Hậu, Đường Âu Cơ Thông Qua Lữ Gia, Tân Bình, Chỉ 6.59 Tỷ","6,59 tỷ",48 m²,"137,29 tr/m²","Tân Bình, Hồ Chí Minh",3,4,07/10/2025
Cần bán căn hộ Golden Star 2PN - 2WC. Giá siêu rẻ: 4.1 tỷ. Hỗ trợ vay vốn ngân hàng,"4,1 tỷ",70 m²,"58,57 tr/m²","Quận 7, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà đẹp có THANG MÁY Đường Số 3, Phường 8, Quận Gò Vấp, TP.HCM","10,2 tỷ",62 m²,"164,52 tr/m²","Gò Vấp, Hồ Chí Minh",4,6,07/10/2025
Chính chủ gửi bán căn nhà cấp 4 mặt tiền đường Chương Dương hiện tại đang cho thuê (đang cần bán),40 tỷ,343 m²,"116,62 tr/m²","Thủ Đức, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà mặt phố Nguyễn Trường Tộ, 3,9 tỷ, 12m2, Phường 17, Phú Nhuận, HCM, giá siêu hời","3,9 tỷ",12 m²,325 tr/m²,"Phú Nhuận, Hồ Chí Minh",N/A,N/A,07/10/2025
"Chính chủ bán gấp Palm Heights, 2PN, 80m2, full nội thất, giá bán: 6tỷ800 bao phí","6,8 tỷ",80 m²,85 tr/m²,"Quận 2, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà mặt tiền Phường Phú Trung quận Tân Bình Phú, 60m2, ngang 4,3m, giá 11.x tỷ","11,4 tỷ",60 m²,190 tr/m²,"Tân Phú, Hồ Chí Minh",2,2,07/10/2025
Chính chủ gửi bán căn nhà cấp 4 có gác lửng diện tích 34m2 hẻm 3m cách đường Nguyễn Tuyển 70m,"3,9 tỷ",34 m²,"114,71 tr/m²","Quận 2, Hồ Chí Minh",1,1,07/10/2025
"Hot! Hẻm 303 Tân Sơn Nhì [4x14m] chỉ 7,9 tỷ","7,9 tỷ",56 m²,"141,07 tr/m²","Tân Phú, Hồ Chí Minh",2,3,07/10/2025
"Bán đất HXH khu VIP 9m x 35m. HBP. Thủ Đức, sát QL 13, Vạn Phúc City","13,8 tỷ",315 m²,"43,81 tr/m²","Thủ Đức, Hồ Chí Minh",N/A,N/A,07/10/2025
"Siêu hiếm! 100m2 đất khu Bàu Cát (5.2x19m) chỉ 9,2 tỷ","9,2 tỷ",100 m²,92 tr/m²,"Tân Bình, Hồ Chí Minh",1,1,07/10/2025
"Nhà đẹp kdc vip, 80M2, 5 tầng, shr, xe ô tô tránh chỉ 7.99 tỷ (tl)","7,99 tỷ",80 m²,"99,88 tr/m²","Quận 12, Hồ Chí Minh",6,6,07/10/2025
HOT! [4x18m] 5 tầng mới ngay Phạm Văn Bạch chỉ nhỉnh 8 tỷ,8 tỷ,72 m²,"111,11 tr/m²","Tân Bình, Hồ Chí Minh",5,6,07/10/2025
"Cần bán River Gate căn 2PN, 2WC, full nội thất, 75m2, giá 6,8 tỷ, LH: 0908 103 ***","6,8 tỷ",75 m²,"90,67 tr/m²","Quận 4, Hồ Chí Minh",2,2,07/10/2025
"Bán Nhà 4 Tầng BTCT, 4m x 12m, Nở Hậu, Đường Âu Cơ Thông Qua Lữ Gia, Tân Bình, Chỉ 6.59 Tỷ","6,59 tỷ",48 m²,"137,29 tr/m²","Tân Bình, Hồ Chí Minh",3,4,07/10/2025
Cần bán căn hộ Golden Star 2PN - 2WC. Giá siêu rẻ: 4.1 tỷ. Hỗ trợ vay vốn ngân hàng,"4,1 tỷ",70 m²,"58,57 tr/m²","Quận 7, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà đẹp có THANG MÁY Đường Số 3, Phường 8, Quận Gò Vấp, TP.HCM","10,2 tỷ",62 m²,"164,52 tr/m²","Gò Vấp, Hồ Chí Minh",4,6,07/10/2025
Chính chủ gửi bán căn nhà cấp 4 mặt tiền đường Chương Dương hiện tại đang cho thuê (đang cần bán),40 tỷ,343 m²,"116,62 tr/m²","Thủ Đức, Hồ Chí Minh",2,2,07/10/2025
"Bán nhà mặt phố Nguyễn Trường Tộ, 3,9 tỷ, 12m2, Phường 17, Phú Nhuận, HCM, giá siêu hời","3,9 tỷ",12 m²,325 tr/m²,"Phú Nhuận, Hồ Chí Minh",N/A,N/A,07/10/2025
Chinh chủ gửi bán căn nhà mặt tiền Nguyễn Văn Bá phường Bình Thọ Thủ Đức TP Hồ Chí Minh,40 tỷ,274 m²,"145,99 tr/m²","Thủ Đức, Hồ Chí Minh",3,3,07/10/2025
"Bán nhà phố mới đẹp 4 tầng Võ Duy Ninh, P22, 51m2 chỉ 4.8 tỷ","4,8 tỷ",51 m²,"94,12 tr/m²","Bình Thạnh, Hồ Chí Minh",4,3,07/10/2025
"Chính chủ gửi bán nhanh MT Đồng Văn Cống, TML siêu hiếm giá cực tốt 17 tỷ 0937 576 ***",17 tỷ,"98,9 m²","171,89 tr/m²","Quận 2, Hồ Chí Minh",N/A,N/A,07/10/2025
"SIÊU PHẨM NHÀ PHỐ HOÀN THIỆN CỰC ĐẸP. 55/47 Tây Lân, P. Bình Tân,","5,6 tỷ",60 m²,"93,33 tr/m²","Bình Tân, Hồ Chí Minh",5,6,07/10/2025
"Cần Bán Nhà Lakeview City BĐS View Sông, diện tích 7x20m giá chỉ 22,2 tỷ. LH 0911 738 ***","22,2 tỷ",140 m²,"158,57 tr/m²","Quận 2, Hồ Chí Minh",4,4,07/10/2025
Bán căn hộ 2 phòng ngủ tại Celesta Rise Giá 5.5 tỷ,"5,5 tỷ",85 m²,"64,71 tr/m²","Nhà Bè, Hồ Chí Minh",2,2,07/10/2025
"SIÊU PHẨM NHÀ PHỐ HOÀN THIỆN CỰC ĐẸP. 55/47 Tây Lân, P. Bình Tân,","5,6 tỷ",60 m²,"93,33 tr/m²","Bình Tân, Hồ Chí Minh",5,6,07/10/2025
"Cần Bán Nhà Lakeview City BĐS View Sông, diện tích 7x20m giá chỉ 22,2 tỷ. LH 0911 738 ***","22,2 tỷ",140 m²,"158,57 tr/m²","Quận 2, Hồ Chí Minh",4,4,07/10/2025
Bán căn hộ 2 phòng ngủ tại Celesta Rise Giá 5.5 tỷ,"5,5 tỷ",85 m²,"64,71 tr/m²","Nhà Bè, Hồ Chí Minh",2,2,07/10/2025
"Bán gấp căn hộ 2PN Sarimi Sala vị trí kim cương, giá chỉ 12,5 tỷ!","12,5 tỷ","86,4 m²","144,68 tr/m²","Quận 2, Hồ Chí Minh",2,N/A,07/10/2025
"Siêu phẩm Tân Phú hẻm xe hơi 5m thông 53m2, giá chỉ 4.9 tỷ","4,9 tỷ",53 m²,"92,45 tr/m²","Tân Phú, Hồ Chí Minh",2,2,07/10/2025
"Căn hộ Landmark Plus, 2PN, có HĐT, hỗ trợ vay cơ hội đầu tư tốt","9,2 tỷ",82 m²,"112,2 tr/m²","Bình Thạnh, Hồ Chí Minh",2,2,07/10/2025
"NHÀ NGAY LÃ XUÂN OAI - 3 TẦNG MỚI KENG XÂY KIÊN CỐ - 5P RA LÊ VĂN VIỆT - 80,2M2 NGANG 4.5M - 8.2 TỶ","8,2 tỷ","80,2 m²","102,24 tr/m²","Quận 9, Hồ Chí Minh",N/A,N/A,07/10/2025
"Siêu hot! Bán nhà phố thương mại mặt tiền Song Hành Lakeview City giá chỉ 25,5 tỷ, sở hữu lâu dài","25,5 tỷ",100 m²,255 tr/m²,"Quận 2, Hồ Chí Minh",N/A,N/A,07/10/2025
Bán nhà đẹp sổ riêng 83.8m2 hoàn công 4 tầng nội thất cơ bản gần Quận 7,"9,19 tỷ","83,6 m²","109,93 tr/m²","Nhà Bè, Hồ Chí Minh",4,5,07/10/2025
"Bán gấp căn 2PN The Landmark 81, 7,4 tỷ, bán nhanh trong tuần, LH: 0927 776 ***","7,4 tỷ","78,4 m²","94,39 tr/m²","Bình Thạnh, Hồ Chí Minh",2,2,07/10/2025
NHÀ MỚI XÂY PHONG CÁCH HIỆN ĐẠI SANG TRỌNG QUÝ PHÁI DT:81m2 - GIÁ 8TỶ,8 tỷ,81 m²,"98,76 tr/m²","Quận 9, Hồ Chí Minh",4,5,07/10/2025
Bán đất thổ cư giá rẻ 372m2 đường xe tải 6T đầu tư sinh lời,"3,2 tỷ",372 m²,"8,6 tr/m²","Bình Chánh, Hồ Chí Minh",N/A,N/A,07/10/2025
Nhà mới xây hẻm 7m xe hơi khu vip Lê Văn Quới giáp Tân Phú 3 tầng kiên cố chỉ nhỉnh nhẹ 5 tỷ,"5,7 tỷ",60 m²,95 tr/m²,"Bình Tân, Hồ Chí Minh",4,3,07/10/2025
"DT: Ngang 7m - Nhà đúc 4 tầng, hạ 200tr - lô góc view công viên - ngay Gò Dầu - chỉ 6 tỷ xíu","6,05 tỷ",53 m²,"114,15 tr/m²","Tân Phú, Hồ Chí Minh",4,3,07/10/2025
"Nắm giỏ hàng độc quyền hơn 99 căn The Opera Metropole Thủ Thiêm đẹp nhất, giá tốt nhất thị trường","9,3 tỷ","50,1 m²","185,63 tr/m²","Quận 2, Hồ Chí Minh",1,N/A,07/10/2025
"Bán nhà HXH Lê Văn Thọ, Phường 9, Quận Gò Vấp. Liên hệ Điệp 0903 070 ***","7,5 tỷ","51,8 m²","144,79 tr/m²","Gò Vấp, Hồ Chí Minh",7,7,07/10/2025
"Giỏ hàng độc quyền Tháp CT7 căn hộ Lumière Midtown vị trí đẹp nhất The Global City, ngay TTTM",Giá thỏa thuận,81 m²,N/A,"Quận 2, Hồ Chí Minh",2,2,07/10/2025
"Bán chung cư Bình Trưng Đông Blue Sky Tower, Q2, HCM, 2,25 tỷ, 59m2, 2PN, 2WC. Căn Góc - view đẹp","2,25 tỷ",59 m²,"38,14 tr/m²","Quận 2, Hồ Chí Minh",2,2,07/10/2025
Nhà mới - 110m2 - ngay Tam Bình - giá 4 tỷ còn thương lượng tốt,4 tỷ,110 m²,"36,36 tr/m²","Thủ Đức, Hồ Chí Minh",2,1,07/10/2025
"Bán gấp căn hộ hạng sang Vinhomes Golden Ba Son trung tâm Quận 1, giá chỉ 5tỷ5","5,5 tỷ",45 m²,"122,22 tr/m²","Quận 1, Hồ Chí Minh",N/A,N/A,07/10/2025
"DT: Ngang 7m - Nhà đúc 4 tầng, hạ 200tr - lô góc view công viên - ngay Gò Dầu - chỉ 6 tỷ xíu","6,05 tỷ",53 m²,"114,15 tr/m²","Tân Phú, Hồ Chí Minh",4,3,07/10/2025
"Nắm giỏ hàng độc quyền hơn 99 căn The Opera Metropole Thủ Thiêm đẹp nhất, giá tốt nhất thị trường","9,3 tỷ","50,1 m²","185,63 tr/m²","Quận 2, Hồ Chí Minh",1,N/A,07/10/2025
"Bán nhà HXH Lê Văn Thọ, Phường 9, Quận Gò Vấp. Liên hệ Điệp 0903 070 ***","7,5 tỷ","51,8 m²","144,79 tr/m²","Gò Vấp, Hồ Chí Minh",7,7,07/10/2025
"Giỏ hàng độc quyền Tháp CT7 căn hộ Lumière Midtown vị trí đẹp nhất The Global City, ngay TTTM",Giá thỏa thuận,81 m²,N/A,"Quận 2, Hồ Chí Minh",2,2,07/10/2025
"Bán chung cư Bình Trưng Đông Blue Sky Tower, Q2, HCM, 2,25 tỷ, 59m2, 2PN, 2WC. Căn Góc - view đẹp","2,25 tỷ",59 m²,"38,14 tr/m²","Quận 2, Hồ Chí Minh",2,2,07/10/2025
Nhà mới - 110m2 - ngay Tam Bình - giá 4 tỷ còn thương lượng tốt,4 tỷ,110 m²,"36,36 tr/m²","Thủ Đức, Hồ Chí Minh",2,1,07/10/2025
"Bán gấp căn hộ hạng sang Vinhomes Golden Ba Son trung tâm Quận 1, giá chỉ 5tỷ5","5,5 tỷ",45 m²,"122,22 tr/m²","Quận 1, Hồ Chí Minh",N/A,N/A,07/10/2025
"Bán nhà hẻm rộng ở Hoàng Diệu, Phú Nhuận","11,4 tỷ",46 m²,"247,83 tr/m²","Phú Nhuận, Hồ Chí Minh",4,4,07/10/2025
"Căn hộ Thảo Điền Green đẹp nhất dự án 55m², giá cực tốt 8.5 tỷ","8,5 tỷ",55 m²,"154,54 tr/m²","Quận 2, Hồ Chí Minh",1,1,07/10/2025
"Bán CH Belleza, 2pn, 1wc, sổ hồng giá 2.9 tỷ. Hà 0917 987 ***","2,9 tỷ",60 m²,"48,33 tr/m²","Quận 7, Hồ Chí Minh",2,1,07/10/2025
"Bán nhà mặt phố Điện Biên Phủ, 22 tỷ, 62m2, 7 tầng, pháp lý đầy đủ, chỉ với",22 tỷ,62 m²,"354,84 tr/m²","Quận 10, Hồ Chí Minh",N/A,N/A,07/10/2025
Mặt tiền chợ Rạch Ông ngang 5m sổ riêng 3 tầng chỉ 7 tỷ 5,"7,5 tỷ",50 m²,150 tr/m²,"Quận 8, Hồ Chí Minh",3,3,07/10/2025
"Cần bán gấp căn hộ cao cấp Sài Gòn Pearl 2PN chỉ 6,7 tỷ - giá tốt nhất khu vực","6,7 tỷ","83,6 m²","80,14 tr/m²","Bình Thạnh, Hồ Chí Minh",2,N/A,07/10/2025
"Tân Bình khu đẹp đường 10m, 12x38m, đất trống tiện xây Long Hưng Bình Giã đoạn khu sang và đẹp nhất","56,5 tỷ",450 m²,"125,56 tr/m²","Tân Bình, Hồ Chí Minh",1,1,07/10/2025
"Giỏ hàng độc quyền Căn hộ Citi Grand Giá 2,7tỷ/căn khách vay ân hạn nợ gốc & Lãi suất 0% 24 tháng","2,7 tỷ",56 m²,"48,21 tr/m²","Quận 2, Hồ Chí Minh",2,N/A,07/10/2025
"Mặt tiền siêu hiếm Bùi Quang Là, chỉ 1 căn duy nhất, nhỉnh 9tỷ, 100m2, 2L, 5PN, 3WC, P12","9,98 tỷ",100 m²,"99,75 tr/m²","Gò Vấp, Hồ Chí Minh",5,5,07/10/2025
Bán lô đất lớn 1.437m2 - ngang 25.5m - lô góc 2MT đường nhựa,14 tỷ,1.437 m²,"9,74 tr/m²","Nhà Bè, Hồ Chí Minh",N/A,N/A,07/10/2025
"Chính chủ cần bán gấp Palm Heights 3PN 105m2 giá 8tỷ550, 121m2 9tỷ25. LH 0937 163 *** Mr. Lộc","8,55 tỷ",105 m²,"81,43 tr/m²","Quận 2, Hồ Chí Minh",3,2,07/10/2025
"Bán nhanh căn hộ 2PN siêu đẹp Vinhomes Central Park 6,5 tỷ, full tiện ích 5s","6,5 tỷ",82 m²,"79,27 tr/m²","Bình Thạnh, Hồ Chí Minh",2,N/A,07/10/2025
NHÀ ĐẸP - PHƯỚC LONG A - 4 TẦNG - BÁN GẤP ĐI ĐỊNH CƯ,"9,2 tỷ",66 m²,"139,39 tr/m²","Quận 9, Hồ Chí Minh",4,4,07/10/2025
"Mặt tiền siêu hiếm Bùi Quang Là, chỉ 1 căn duy nhất, nhỉnh 9tỷ, 100m2, 2L, 5PN, 3WC, P12","9,98 tỷ",100 m²,"99,75 tr/m²","Gò Vấp, Hồ Chí Minh",5,5,07/10/2025
Bán lô đất lớn 1.437m2 - ngang 25.5m - lô góc 2MT đường nhựa,14 tỷ,1.437 m²,"9,74 tr/m²","Nhà Bè, Hồ Chí Minh",N/A,N/A,07/10/2025
"Chính chủ cần bán gấp Palm Heights 3PN 105m2 giá 8tỷ550, 121m2 9tỷ25. LH 0937 163 *** Mr. Lộc","8,55 tỷ",105 m²,"81,43 tr/m²","Quận 2, Hồ Chí Minh",3,2,07/10/2025
"Bán nhanh căn hộ 2PN siêu đẹp Vinhomes Central Park 6,5 tỷ, full tiện ích 5s","6,5 tỷ",82 m²,"79,27 tr/m²","Bình Thạnh, Hồ Chí Minh",2,N/A,07/10/2025
NHÀ ĐẸP - PHƯỚC LONG A - 4 TẦNG - BÁN GẤP ĐI ĐỊNH CƯ,"9,2 tỷ",66 m²,"139,39 tr/m²","Quận 9, Hồ Chí Minh",4,4,07/10/2025
"Rẻ hơn 3 tỷ so với Quận 5, mặt tiền đường Cao Xuân Dục, ngang bề thế 6m, GPXD 6 tầng Quận 8",9 tỷ,96 m²,"93,75 tr/m²","Quận 8, Hồ Chí Minh",N/A,N/A,07/10/2025
